id,p,year,propCrop
727_2-3,winter1,2008,0.0080004368839254
728_1-2,winter2,2008,0.0151255297254833
729_1-2,winter2,2008,0.0649236135150846
729_2-3,fallMig,2008,0.0615275388984441
729_2-3,springMig,2008,0.0679539617616285
729_2-3,winter1,2008,0.0649081807352051
729_2-3,winter2,2008,0.0902950074432155
730_1-2,winter2,2008,0.0283884329216844
730_2-3,fallMig,2008,0.0118712326603669
730_2-3,springMig,2008,4.13890153553247e-05
730_2-3,winter1,2008,0.00207221129530767
733_1-2,winter2,2008,0.0150012992464371
733_2-3,fallMig,2008,0.00767404880971585
733_2-3,springMig,2008,0.0055666889334224
733_2-3,winter1,2008,0.0182215743440233
734_1-2,winter2,2008,0.0159152480692249
736_2-3,fallMig,2008,0.00149405772495756
736_2-3,springMig,2008,0
736_2-3,winter1,2008,0.0121030088684309
737_1-2,winter2,2008,0.0359602413915513
737_2-3,springMig,2008,0.000564238560063195
737_2-3,winter1,2008,0.0449027159274209
739_1-2,winter2,2008,0.0101238496682764
739_2-3,fallMig,2008,5.27377483618337e-05
739_2-3,springMig,2008,0.00374686082896498
739_2-3,winter1,2008,0.0130563495304206
740_2-3,fallMig,2008,0.000735841696514061
740_2-3,springMig,2008,0.00258665287118469
740_2-3,winter1,2008,0.0097842526003889
741_1-2,winter2,2008,0.00991955276793019
741_2-3,springMig,2008,0.00523363003786452
741_2-3,winter1,2008,0.0152347826086957
743_1-2,winter2,2008,0.00539191846573489
747_1-2,winter2,2008,0.0108456086384321
747_2-3,fallMig,2008,2.48535710439328e-05
747_2-3,springMig,2008,0.00732304875750478
747_2-3,winter1,2008,0.0174445207046442
750_1-2,winter2,2008,0.00297405189620759
750_2-3,fallMig,2008,0
750_2-3,springMig,2008,0.0012085737644703
750_2-3,winter1,2008,0.0241382898081125
751_1-2,winter2,2008,0.0026394182327945
751_2-3,fallMig,2008,0.00908042663591813
751_2-3,springMig,2008,0.000266714082503556
751_2-3,winter1,2008,0.0066851514790685
752_1-2,winter2,2008,0.051386990226962
752_2-3,fallMig,2008,0.0514103979777147
752_2-3,springMig,2008,0.053300471495928
752_2-3,winter1,2008,0.0738455223370049
753_1-2,winter2,2008,0.0431709932420638
753_2-3,fallMig,2008,0.0231311986546406
753_2-3,springMig,2008,6.50195058517555e-05
753_2-3,winter1,2008,0.003778653881857
753_2-3,winter2,2008,0.0511485020340677
755_1-2,winter2,2008,0
756_1-2,winter2,2008,0.00204407998364736
756_2-3,fallMig,2008,0.02388442724922
756_2-3,springMig,2008,0.000473152197290128
756_2-3,winter1,2008,0.00379983036471586
757_1-2,winter2,2008,0.0218552153928116
758_1-2,winter2,2008,0.00793520942408377
758_2-3,fallMig,2008,0
758_2-3,springMig,2008,0.00135681316969593
758_2-3,winter1,2008,0.0038119224682198
761_1-2,winter2,2008,0.0144373208995094
761_2-3,springMig,2008,0.000291194433588512
761_2-3,winter1,2008,0.0134442741405737
762_1-2,winter2,2008,0.0219900162116178
763_1-2,winter2,2008,0.00753863550697324
763_2-3,fallMig,2008,0.00113727416061413
763_2-3,springMig,2008,0.00142529279976685
763_2-3,winter1,2008,0.00862872707994369
766_1-2,winter2,2008,0.00897933004868663
766_2-3,springMig,2008,0
766_2-3,winter1,2008,0.0106056621965115
767_2-3,fallMig,2008,0.000453424773996089
767_2-3,springMig,2008,0.000980338761505365
767_2-3,winter1,2008,0.00398694041564639
768_1-2,winter2,2008,0.00082024190184902
768_2-3,springMig,2008,0.00829465711209297
768_2-3,winter1,2008,0.00353863810252487
769_1-2,springMig,2008,0.00751226174954989
769_1-2,winter1,2008,0
772_1-2,fallMig,2008,0.0023296758016041
772_1-2,springMig,2008,0.00283901682663435
772_1-2,winter1,2008,0
773_1-2,springMig,2008,0.0024718326051966
773_1-2,winter1,2008,0.00521972749952025
778_1-2,springMig,2008,0.00859011916037092
778_1-2,winter1,2008,0.00500272077796697
779_1-2,fallMig,2008,0
779_1-2,springMig,2008,7.75133710565073e-06
779_1-2,winter1,2008,0.0123312906500244
781_1-2,fallMig,2008,0.00327968417856058
781_1-2,springMig,2008,0.00573465592064476
781_1-2,winter1,2008,0.00489464729747415
783_1-2,fallMig,2008,0.0182753066534506
783_1-2,springMig,2008,0
783_1-2,winter1,2008,0
149_3-4,winter2,2009,0.0555459008558891
211_1-2,fallMig,2009,0.00741063644289451
211_1-2,springMig,2009,0
211_1-2,winter1,2009,0
212_1-2,fallMig,2009,0.000496746913505458
212_1-2,springMig,2009,0
212_1-2,winter1,2009,0.019533279795928
215_1-2,fallMig,2009,0
215_1-2,springMig,2009,1.52518073391697e-05
215_1-2,winter1,2009,0.0127734589486461
217_1-2,fallMig,2009,0
217_1-2,springMig,2009,0
217_1-2,winter1,2009,0
218_1-2,fallMig,2009,0.077620430171239
218_1-2,springMig,2009,0.049902747386336
218_1-2,winter1,2009,0
305_2-3,winter2,2009,0.0815451695081325
308_2-3,winter2,2009,0.0717404312847676
308_3-4,fallMig,2009,0.0128729987157131
308_3-4,springMig,2009,0.0143821116697539
308_3-4,winter1,2009,0.0836673994568731
311_2-3,winter2,2009,0.0510144264451466
312_2-3,winter2,2009,0.0748133156535697
312_3-4,fallMig,2009,0.00147208696636847
312_3-4,springMig,2009,0.0329928051834479
312_3-4,winter1,2009,0.0743551654287643
313_2-3,winter2,2009,0.0728522830722055
313_3-4,fallMig,2009,0.0309939325702133
313_3-4,springMig,2009,0.0241594464322678
313_3-4,winter1,2009,0.0740204570804756
314_2-3,winter2,2009,0.0328157969325733
314_3-4,fallMig,2009,0.00972551852234032
314_3-4,springMig,2009,0.0204766428816883
314_3-4,winter1,2009,0.0535752754992129
315_2-3,winter2,2009,0.0869311891860397
318_2-3,winter2,2009,0.0574034969169693
318_3-4,fallMig,2009,0.0758053647570457
318_3-4,springMig,2009,0.110990243736615
318_3-4,winter1,2009,0.0557013053493729
319_2-3,winter2,2009,0.0454527421082561
321_2-3,winter2,2009,0.0481687553082696
322_2-3,winter2,2009,0.0645793510609983
322_3-4,fallMig,2009,0.153934642750628
322_3-4,springMig,2009,0.159108932304809
322_3-4,winter1,2009,0.0584169955221134
323_2-3,winter2,2009,0.0571838917550126
323_3-4,fallMig,2009,0.124143942223882
323_3-4,springMig,2009,0.10785804489575
323_3-4,winter1,2009,0.0715491821870511
325_2-3,winter2,2009,0.0417089065894279
325_3-4,fallMig,2009,0.0234144818128742
325_3-4,springMig,2009,0.0131509660694274
325_3-4,winter1,2009,0.0492882673857152
326_2-3,winter2,2009,0.0612864190635763
326_3-4,fallMig,2009,0.108923614680785
326_3-4,springMig,2009,0.0485143918291551
326_3-4,winter1,2009,0.0629785872803247
328_2-3,winter2,2009,0.101478144314543
328_3-4,fallMig,2009,0.00443407773492529
328_3-4,springMig,2009,0.0396469180131658
328_3-4,winter1,2009,0.0608053278115119
331_2-3,winter2,2009,0.0519802685979869
332_2-3,winter2,2009,0.0485717169678005
332_3-4,fallMig,2009,0.179636609339203
332_3-4,springMig,2009,0.259114351769518
332_3-4,winter1,2009,0.0485954242687518
333_2-3,winter2,2009,0.0652430790006752
333_3-4,fallMig,2009,0.000693521354678379
333_3-4,springMig,2009,0.0233109101284867
333_3-4,winter1,2009,0.0750384501227706
334_2-3,winter2,2009,0.0584283986532867
334_3-4,springMig,2009,0.010375982701108
334_3-4,winter1,2009,0.0599170912544057
335_2-3,fallMig,2009,0.0210371396415895
335_2-3,springMig,2009,0.0311698113207547
335_2-3,winter1,2009,0.0494503728464901
451_1-2,fallMig,2009,0.235555796669018
451_1-2,springMig,2009,0.0699395208973883
451_1-2,winter1,2009,0.098353603691682
452_1-2,fallMig,2009,0
452_1-2,springMig,2009,0.105802605251337
452_1-2,winter1,2009,0.11100863993787
453_1-2,fallMig,2009,0.00762636456366517
453_1-2,springMig,2009,0.0151294082246038
453_1-2,winter1,2009,0.0626050817039766
454_1-2,fallMig,2009,0.189590143324114
454_1-2,springMig,2009,0.064259583267059
454_1-2,winter1,2009,0.0929600434900788
455_1-2,fallMig,2009,0.00415470938450336
455_1-2,springMig,2009,0.0349852342049104
455_1-2,winter1,2009,0.0365981641138728
456_1-2,fallMig,2009,0.0191155197354825
456_1-2,springMig,2009,0.406219060540501
456_1-2,winter1,2009,0.174941959449002
457_1-2,fallMig,2009,0.0101943776779183
457_1-2,springMig,2009,0
457_1-2,winter1,2009,0.0551849848767101
470_2-3,winter2,2009,0.0632663355579699
470_3-4,fallMig,2009,0.127495191988859
470_3-4,springMig,2009,0.0740084055686893
470_3-4,winter1,2009,0.059293707309984
531_1-2,fallMig,2009,0.000313746212340134
531_1-2,springMig,2009,0.00119432456964505
531_1-2,winter1,2009,0.00482622006122817
532_1-2,fallMig,2009,0
532_1-2,springMig,2009,0
532_1-2,winter1,2009,0.00542952667790335
533_1-2,fallMig,2009,1.82862158504919e-05
533_1-2,springMig,2009,0
533_1-2,winter1,2009,0
534_1-2,fallMig,2009,0
534_1-2,springMig,2009,0.00234991853615741
534_1-2,winter1,2009,0.00190257823743201
535_1-2,fallMig,2009,0.00985475044233222
535_1-2,springMig,2009,0
535_1-2,winter1,2009,0.00148573185101696
539_1-2,fallMig,2009,0
539_1-2,springMig,2009,0
539_1-2,winter1,2009,0
540_1-2,fallMig,2009,0
540_1-2,springMig,2009,0
540_1-2,winter1,2009,4.09973843668774e-05
542_1-2,fallMig,2009,0.0094802222948676
542_1-2,springMig,2009,0.000693909020817271
542_1-2,winter1,2009,0.00426339655613974
544_1-2,fallMig,2009,0.00946191529709229
544_1-2,springMig,2009,0
544_1-2,winter1,2009,1.93986420950533e-05
547_1-2,fallMig,2009,0.000309731087045497
547_1-2,springMig,2009,0.0011183110367893
547_1-2,winter1,2009,1.71676766983124e-05
548_1-2,fallMig,2009,0
548_1-2,springMig,2009,0.000972347624197565
548_1-2,winter1,2009,2.00299113342592e-05
549_1-2,fallMig,2009,0
549_1-2,springMig,2009,0
549_1-2,winter1,2009,0
550_1-2,fallMig,2009,0.00057215423045256
550_1-2,springMig,2009,0.000267656183466148
550_1-2,winter1,2009,0.000139739211696172
553_1-2,springMig,2009,0.00040440804772015
553_1-2,winter1,2009,0
555_1-2,fallMig,2009,0.00469458014124563
555_1-2,springMig,2009,0.000772314368724946
555_1-2,winter1,2009,0
556_1-2,springMig,2009,0
556_1-2,winter1,2009,0
558_1-2,fallMig,2009,0
558_1-2,springMig,2009,0
558_1-2,winter1,2009,0.00601917334590602
560_1-2,fallMig,2009,0
560_1-2,springMig,2009,0.00113289331100384
560_1-2,winter1,2009,0.00208943698757693
561_1-2,fallMig,2009,0
561_1-2,springMig,2009,0
561_1-2,winter1,2009,0.00551300247498622
562_1-2,fallMig,2009,0.00216407633287429
562_1-2,springMig,2009,0
562_1-2,winter1,2009,0.00752854654538417
564_1-2,fallMig,2009,0.000258538224876548
564_1-2,springMig,2009,9.74362097314414e-05
564_1-2,winter1,2009,0.000160940885174868
565_1-2,fallMig,2009,0.00030614149710659
565_1-2,springMig,2009,7.03304122768768e-05
565_1-2,winter1,2009,0
653_1-2,fallMig,2009,0.00884884884884885
653_1-2,springMig,2009,0.00649074271121515
653_1-2,winter1,2009,0.421428571428571
727_2-3,winter2,2009,0.0381522027167011
730_2-3,winter2,2009,0.0131111061661363
733_2-3,winter2,2009,0.011513188861484
736_2-3,winter2,2009,0.00318287514223989
737_2-3,winter2,2009,0.00761224489795918
739_2-3,winter2,2009,0.0070610469948989
740_2-3,winter2,2009,0.00400203740085862
741_2-3,fallMig,2009,0.00660511118027458
741_2-3,winter2,2009,0.0139383910386965
747_2-3,winter2,2009,0.00699685789252049
750_2-3,winter2,2009,0.00787843779082828
751_2-3,winter2,2009,0.00484528930206743
752_2-3,winter2,2009,0.0559724260165909
756_2-3,winter2,2009,0.0121493737745588
758_2-3,winter2,2009,0.00673106342060405
761_2-3,fallMig,2009,4.05992448540457e-05
761_2-3,winter2,2009,0.000112828613336342
763_2-3,winter2,2009,0.00454748233533365
766_2-3,fallMig,2009,0.00569416348243051
766_2-3,winter2,2009,0.00922901362242351
767_2-3,winter2,2009,0.000495142253031074
768_2-3,fallMig,2009,0.0035277095898428
768_2-3,winter2,2009,0.0047781027887708
769_1-2,fallMig,2009,0.00667598199037417
769_1-2,winter2,2009,0.0243685323244687
772_1-2,winter2,2009,0.00620630782363934
773_1-2,fallMig,2009,0.00110641721987528
773_1-2,winter2,2009,0.00180048661800487
778_1-2,fallMig,2009,0.00644352611684522
778_1-2,winter2,2009,0.00566796491561382
779_1-2,winter2,2009,0.00305892401354666
781_1-2,winter2,2009,0.011002429598298
783_1-2,winter2,2009,0.0510851587470317
211_1-2,winter2,2010,0.000100230530219505
212_1-2,winter2,2010,0.00331662914276031
215_1-2,winter2,2010,0.0234708258949544
217_1-2,winter2,2010,0
218_1-2,winter2,2010,0.00357765752873306
308_3-4,winter2,2010,0.037980448789158
312_3-4,winter2,2010,0.0441721846199038
313_3-4,winter2,2010,0.061595182025248
314_3-4,winter2,2010,0.0323949527808107
318_3-4,winter2,2010,0.048586333849806
322_3-4,winter2,2010,0.0460459342023588
323_3-4,winter2,2010,0.0472181496652106
325_3-4,winter2,2010,0.0414172877961954
326_3-4,winter2,2010,0.0449944536882973
328_3-4,winter2,2010,0.038510605319948
332_3-4,winter2,2010,0.0818721023595535
333_3-4,winter2,2010,0.0355600057216421
334_3-4,fallMig,2010,0.0147989359229319
334_3-4,winter2,2010,0.0307137047580317
335_2-3,winter2,2010,0.0317155790041668
343_1-2,fallMig,2010,5.45513154305835e-05
343_1-2,springMig,2010,0.000650491120796201
343_1-2,winter1,2010,0
346_1-2,springMig,2010,0.000548476921778753
346_1-2,winter1,2010,0.00357355568790947
347_1-2,fallMig,2010,0.0166111430212522
347_1-2,springMig,2010,0.00125355970078075
347_1-2,winter1,2010,3.68039453829451e-05
348_1-2,fallMig,2010,0.0019830676531157
348_1-2,springMig,2010,0.000472143531633617
348_1-2,winter1,2010,0.00260767916554267
349_1-2,fallMig,2010,0.0021256908495261
349_1-2,springMig,2010,0.0063474791439971
349_1-2,winter1,2010,0.00488057780320366
350_1-2,fallMig,2010,0.00165497340726491
350_1-2,springMig,2010,0.0124327956989247
350_1-2,winter1,2010,1
351_1-2,fallMig,2010,0.00320090047310013
351_1-2,springMig,2010,0.0124327722288189
351_1-2,winter1,2010,0.00514309705408999
352_1-2,fallMig,2010,0.000107600433476032
352_1-2,springMig,2010,4.17466811388495e-05
352_1-2,winter1,2010,3.03643724696356e-05
353_1-2,fallMig,2010,0.000796178343949045
353_1-2,springMig,2010,0
353_1-2,winter1,2010,0.00551565546316509
355_1-2,fallMig,2010,0.000578942416939855
355_1-2,springMig,2010,0.00187852222917971
355_1-2,winter1,2010,0.00122652642142333
356_1-2,fallMig,2010,0.00604091686042191
356_1-2,springMig,2010,0.000627293960627294
356_1-2,winter1,2010,0.00234466588511137
451_1-2,winter2,2010,0.090819583078699
452_1-2,winter2,2010,0.0247467049224424
453_1-2,winter2,2010,0.051026410654761
454_1-2,winter2,2010,0.0955702958218969
454_2-3,fallMig,2010,0.067647674175326
454_2-3,springMig,2010,0.0988009781494044
454_2-3,winter1,2010,0.0968608817572831
455_1-2,winter2,2010,0.0363823856403977
456_1-2,winter2,2010,0.0845594072505954
457_1-2,winter2,2010,0.0289658536585366
460_2-3,fallMig,2010,0.0862158913058271
460_2-3,springMig,2010,0.187018078849924
460_2-3,winter1,2010,0.092384555404742
465_1-2,fallMig,2010,0.00744554085312191
465_1-2,springMig,2010,0.00323975760087015
465_1-2,winter1,2010,0.0330626073235253
466_1-2,fallMig,2010,0.0632476607840815
466_1-2,springMig,2010,0.0178557565406413
466_1-2,winter1,2010,0.0459199416533423
468_1-2,fallMig,2010,0.00666540564397727
468_1-2,springMig,2010,0.0118415196537977
468_1-2,winter1,2010,0.136096385542169
470_3-4,winter2,2010,0.0574958684189817
470_4-5,fallMig,2010,0.0657452372058274
470_4-5,springMig,2010,0.059488865406442
470_4-5,winter1,2010,0.057454086034759
531_1-2,winter2,2010,0.0015189608212864
532_1-2,winter2,2010,0.00332601791142433
533_1-2,winter2,2010,3.10694090598397e-05
534_1-2,winter2,2010,0.00195084713416315
535_1-2,winter2,2010,0.000749820695051183
539_1-2,winter2,2010,3.02096550057398e-05
540_1-2,winter2,2010,0
542_1-2,winter2,2010,0.00192984279203717
544_1-2,winter2,2010,0.00134942419456243
547_1-2,winter2,2010,0.000162507140465263
548_1-2,winter2,2010,5.80383052814858e-05
549_1-2,winter2,2010,4.3222683264177e-05
550_1-2,winter2,2010,0.0208205836870332
553_1-2,winter2,2010,0.000381260155590454
555_1-2,winter2,2010,9.49968334388854e-05
556_1-2,fallMig,2010,0
556_1-2,winter2,2010,0
558_1-2,winter2,2010,0
560_1-2,winter2,2010,0.00216212828627832
561_1-2,winter2,2010,0.00306904040469719
562_1-2,winter2,2010,0.00507047247584434
564_1-2,winter2,2010,0.00391868002357101
565_1-2,winter2,2010,0.00930704513076902
653_1-2,winter2,2010,0.0174770039421813
675_1-2,fallMig,2010,0
675_1-2,springMig,2010,0
675_1-2,winter1,2010,0
676_1-2,fallMig,2010,0.000804774998323386
676_1-2,springMig,2010,0.000863185153215365
676_1-2,winter1,2010,0.000897021887334051
677_1-2,fallMig,2010,0.000102944204241301
677_1-2,springMig,2010,0
677_1-2,winter1,2010,0
678_1-2,fallMig,2010,0
678_1-2,springMig,2010,0
678_1-2,winter1,2010,0
679_1-2,fallMig,2010,0.000285322985619722
679_1-2,springMig,2010,0
679_1-2,winter1,2010,4.68691413573303e-05
680_1-2,fallMig,2010,0.000142328494164532
680_1-2,springMig,2010,0.00080141048244911
680_1-2,winter1,2010,8.89125989152663e-05
681_1-2,fallMig,2010,0.00104463437796771
681_1-2,springMig,2010,0
681_1-2,winter1,2010,3.12061163988142e-05
682_1-2,fallMig,2010,0.0484191645235883
682_1-2,springMig,2010,0
682_1-2,winter1,2010,6.46872372080988e-05
683_1-2,fallMig,2010,0
683_1-2,springMig,2010,0
683_1-2,winter1,2010,4.53021654435082e-05
685_1-2,fallMig,2010,0
685_1-2,springMig,2010,0
685_1-2,winter1,2010,0.00578506771932213
686_1-2,fallMig,2010,0.0124729752203559
686_1-2,springMig,2010,0.0012987012987013
686_1-2,winter1,2010,0.0015793991416309
687_1-2,fallMig,2010,0.00377754459601259
687_1-2,springMig,2010,0.0357414448669202
687_1-2,winter1,2010,0.0127877237851662
688_1-2,fallMig,2010,0.0124635214007782
688_1-2,springMig,2010,0.0250260688216893
688_1-2,winter1,2010,0.00770745910764751
689_1-2,fallMig,2010,0.0108173076923077
689_1-2,springMig,2010,0
689_1-2,winter1,2010,0.00182543438577513
691_1-2,fallMig,2010,0.00512776685753354
691_1-2,springMig,2010,0
691_1-2,winter1,2010,0.00422494172494172
692_1-2,fallMig,2010,0.0071377014997193
692_1-2,springMig,2010,0
692_1-2,winter1,2010,0.00269942706037902
870_2-3,fallMig,2010,0.0608121557958994
870_2-3,springMig,2010,0.0732328283838586
870_2-3,winter1,2010,0.119146119477081
